可发现物品,分类 3,分类1,分类2,分类（英文）,可发现物品（英文）,基础热议度,子分类,子分类 (关联）,展品主题,展品简介,所在地图,"所有特性 ",探索地图（汇总）,探索点,探索点溯源,探索点（英文）,热议度上限,特性效果,特性（颜色）,特殊说明,知识
装饰与娱乐度加成,,,,Perks,Decoration & Entertainment Boost,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,激光实验室,激光实验室 (https://www.notion.so/1b52a3e2f91781e1b192d9be5dd0a50b?pvs=21),Laser Labs,,,无,,
飞行器,,,,Classic Contraptions,Flying Machine,,古典装置,古典装置 (https://www.notion.so/1df2a3e2f91780088dc9f4b1007fe4be?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,上层古董档案馆,上层古董档案馆 (https://www.notion.so/1b52a3e2f91781ad9fa4c48a34ff90eb?pvs=21),Upper Antique Archives,,,无,,
注射宗师,,,,Classic Contraptions,Jab Maestro,,古典装置,古典装置 (https://www.notion.so/1df2a3e2f91780088dc9f4b1007fe4be?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,上层古董档案馆,上层古董档案馆 (https://www.notion.so/1b52a3e2f91781ad9fa4c48a34ff90eb?pvs=21),Upper Antique Archives,,,无,,
刺头梨,,,,Edible Plants,Sickly Pear,,食用植物,食用植物 (https://www.notion.so/1df2a3e2f91780399a7beecfd222a2b5?pvs=21),自然,刺头梨,低端科技地穴,刺头果 (https://www.notion.so/1df2a3e2f917807fa868d7f09cb205f1?pvs=21),低端科技,植地实验室,植地实验室 (https://www.notion.so/1b52a3e2f91781cd8327f27e9fb98bc6?pvs=21),Allotment Labs,,增加吃饱度，但减少肠胃舒适度,刺头果,,
转轮,,,,Science Materials,Whirlicog,,科研材料,科研材料 (https://www.notion.so/1df2a3e2f91780329cdee45aad00c7c3?pvs=21),科学,,低端科技地穴,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),低端科技,盈余物资储藏所,盈余物资储藏所 (https://www.notion.so/1b52a3e2f917811e9e7deab556327dc0?pvs=21),Surplus Supplies,,,无,,
三角天体电池,,,,Astral Anomalies,Celestial Cell,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,三角天体电池,已知宇宙,"星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,双点轨道,双点轨道 (https://www.notion.so/1b52a3e2f91781af8017d9b06d825790?pvs=21),Two Point Orbit,,"这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","星际异象,有趣,令人好奇的,望而生畏",,
圆形天体电池,,,,Astral Anomalies,Celestial Cell,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,圆形天体电池,已知宇宙,"星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,双点轨道,双点轨道 (https://www.notion.so/1b52a3e2f91781af8017d9b06d825790?pvs=21),Two Point Orbit,,"这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","星际异象,有趣,令人好奇的,望而生畏",,
异象：银河球茎,,,,Astral Anomalies,Anomaly:Galactic Bulb,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,异象：银河球茎,已知宇宙,"太空之花 (https://www.notion.so/1df2a3e2f9178092ade7fa714f4dfb33?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,双点轨道,双点轨道 (https://www.notion.so/1b52a3e2f91781af8017d9b06d825790?pvs=21),Two Point Orbit,,"防止访客的环境值下降,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","太空之花,星际异象,有趣,令人好奇的,望而生畏",,
悬浮的太空陨石,,,,Space Junk,Claimed Space Rock,,太空垃圾,太空垃圾 (https://www.notion.so/1df2a3e2f9178061b066ef120214038e?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,"月球, 海莉的彗星","月球 (https://www.notion.so/1b52a3e2f9178189bf5def85e26a969c?pvs=21), 海莉的彗星 (https://www.notion.so/1b52a3e2f9178132b3c4f5f60af0d8ab?pvs=21)",The Moon,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
方形天体电池,,,,Astral Anomalies,Celestial Cell,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,方形天体电池,已知宇宙,"星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,月球,月球 (https://www.notion.so/1b52a3e2f9178189bf5def85e26a969c?pvs=21),The Moon,,"这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","星际异象,有趣,令人好奇的,望而生畏",,
异象：宇宙之桌,,,,Astral Anomalies,Anomaly: Table of Cosmos,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,异象：宇宙之桌,已知宇宙,"宇宙制造 (https://www.notion.so/1df2a3e2f91780c98332f8fbf8392696?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,月球,月球 (https://www.notion.so/1b52a3e2f9178189bf5def85e26a969c?pvs=21),The Moon,,"可生成装饰物品,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","宇宙制造,星际异象,有趣,令人好奇的,望而生畏",,
蛞蝓雕像,,,,Slug Statue,-,,奶酪月球人文物,奶酪月球人文物 (https://www.notion.so/1df2a3e2f9178070a816eb0190db6fbd?pvs=21),太空,蛞蝓雕像,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 蛞蝓优选 (https://www.notion.so/1df2a3e2f9178086bd39eba08242df8e?pvs=21)",已知宇宙,马斯苏特拉星,马苏斯特拉星 (https://www.notion.so/1b52a3e2f91781759302ee52b6839673?pvs=21),Mozzastella,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度,提升少量吃饱度","望而生畏,令人好奇的,有趣,蛞蝓优选",,
奶酪冲压机,,,,Cheese-Moonger Artefacts,Cheese Press,,奶酪月球人文物,奶酪月球人文物 (https://www.notion.so/1df2a3e2f9178070a816eb0190db6fbd?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,马斯苏特拉星,马苏斯特拉星 (https://www.notion.so/1b52a3e2f91781759302ee52b6839673?pvs=21),Mozzastella,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
奶酪精炼器,,,,Cheese-Moonger Artefacts,Cheese Refiner,,奶酪月球人文物,奶酪月球人文物 (https://www.notion.so/1df2a3e2f9178070a816eb0190db6fbd?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,马斯苏特拉星,马苏斯特拉星 (https://www.notion.so/1b52a3e2f91781759302ee52b6839673?pvs=21),Mozzastella,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
"异象：""星光炮""",,,,Astral Anomalies,"Anomaly: ""Star Cannon""",,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,"异象：""星光炮""",已知宇宙,"宇宙级市场营销 (https://www.notion.so/1df2a3e2f91780899b7be6970cadc9d0?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,海莉的彗星,海莉的彗星 (https://www.notion.so/1b52a3e2f9178132b3c4f5f60af0d8ab?pvs=21),Hayley's Comet,,"提升访客的留馆意愿,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","宇宙级市场营销,星际异象,有趣,令人好奇的,望而生畏",,
"异象：""坠落平台""",,,,Astral Anomalies,"Anomaly: ""Drop Platform""",,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,"异象：""坠落平台""",已知宇宙,"太空池塘 (https://www.notion.so/1df2a3e2f91780bcb8d3ceec985fbdcc?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,海莉的彗星,海莉的彗星 (https://www.notion.so/1b52a3e2f9178132b3c4f5f60af0d8ab?pvs=21),Hayley's Comet,,"提升移动速度,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","太空池塘,星际异象,有趣,令人好奇的,望而生畏",,
苍蝇冰淇淋机,,,,Frogborne Artefacts,Flies Cream,,蛙灵古物,蛙灵古物 (https://www.notion.so/1df2a3e2f91780fc839ff29c04a40523?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,超速航路服务区,高速航路服务区 (https://www.notion.so/1b52a3e2f917819f9b4dde46d69ddfc8?pvs=21),Hyperway Services,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
卫星,,,,Space Junk,Satellite,,太空垃圾,太空垃圾 (https://www.notion.so/1df2a3e2f9178061b066ef120214038e?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,超速航路服务区,高速航路服务区 (https://www.notion.so/1b52a3e2f917819f9b4dde46d69ddfc8?pvs=21),Hyperway Services,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
"异象：""星辰刺蜂""",,,,Astral Anomalies,"Anomaly: ""Stellar Sting""",,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,"异象：""星辰刺蜂""",已知宇宙,"太空蜜蜂 (https://www.notion.so/1df2a3e2f91780a59f93da5247937394?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,超速航路服务区,高速航路服务区 (https://www.notion.so/1b52a3e2f917819f9b4dde46d69ddfc8?pvs=21),Hyperway Services,,"增加热议度,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","太空蜜蜂,星际异象,有趣,令人好奇的,望而生畏",,
偷窥莲叶,,,,Mountainous Plants,Peek-a-Lily Pads,,高山植物,高山植物 (https://www.notion.so/1df2a3e2f9178084ba56c0dadadc3119?pvs=21),自然,偷窥莲叶,已知宇宙,生老病死 (https://www.notion.so/1df2a3e2f91780e38ab7d1f17aad5bff?pvs=21),已知宇宙,星莲平台,星莲平台 (https://www.notion.so/1b52a3e2f91781d2b567e117792c7533?pvs=21),Satelilly Pad,,健康度降至0%时会死亡/枯萎,生老病死,,
呱呱快艇,,,,Frogborne Artefacts,Hopper Craft,,蛙灵古物,蛙灵古物 (https://www.notion.so/1df2a3e2f91780fc839ff29c04a40523?pvs=21),太空,呱呱快艇,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,星莲平台,星莲平台 (https://www.notion.so/1b52a3e2f91781d2b567e117792c7533?pvs=21),Satelilly Pad,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
"异象：""弹道触须""",,,,Astral Anomalies,"Anomaly: ""Ballistic Antennae""",,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,"异象：""弹道触须""",已知宇宙,"太空之拥 (https://www.notion.so/1df2a3e2f91780589047d96ddfefc111?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,星莲平台,星莲平台 (https://www.notion.so/1b52a3e2f91781d2b567e117792c7533?pvs=21),Satelilly Pad,,"提升娱乐度,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","太空之拥,星际异象,有趣,令人好奇的,望而生畏",,
呱特拉斯巨像,,,,Toad Titan Statues,-,,蛙灵古物,蛙灵古物 (https://www.notion.so/1df2a3e2f91780fc839ff29c04a40523?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,呱星尼亚,呱星尼亚 (https://www.notion.so/1b52a3e2f917814a9498dccbfc442746?pvs=21),Ribbetonia,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
呱星人育婴池,,,,Frogborne Artefacts,Frogborne Nursery,,蛙灵古物,蛙灵古物 (https://www.notion.so/1df2a3e2f91780fc839ff29c04a40523?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,呱星尼亚,呱星尼亚 (https://www.notion.so/1b52a3e2f917814a9498dccbfc442746?pvs=21),Ribbetonia,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
呱星人法老,,,,Frogborne Artefacts,Sarcofrogus,,蛙灵古物,蛙灵古物 (https://www.notion.so/1df2a3e2f91780fc839ff29c04a40523?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,呱星尼亚,呱星尼亚 (https://www.notion.so/1b52a3e2f917814a9498dccbfc442746?pvs=21),Ribbetonia,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
"异象：""月球废物""",,,,Astral Anomalies,"Anomaly: ""Moon Junk""",,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,"异象：""月球废物""",已知宇宙,"太空椅 (https://www.notion.so/1df2a3e2f917800c87dee16e31d99bb5?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,迷你月球三号,迷你月球三号 (https://www.notion.so/1b52a3e2f9178128ba5cc1521cc0428c?pvs=21),Gibbon Moon Three,,"提升能量,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","太空椅,星际异象,有趣,令人好奇的,望而生畏",,
瓶中太空飞船,,,,Space Gibbon Artefacts,Bottled Spaceship,,迷你星人,迷你星人 (https://www.notion.so/1df2a3e2f91780ac9ad9cf3102b4098b?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,迷你月球三号,迷你月球三号 (https://www.notion.so/1b52a3e2f9178128ba5cc1521cc0428c?pvs=21),Gibbon Moon Three,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
热议度与能量加成,,,,Perks,Buzz & Energy Boost,,插件,插件 (https://www.notion.so/1df2a3e2f9178075bcb7d28f8b5871f8?pvs=21),科学,,已知宇宙,无 (https://www.notion.so/1df2a3e2f91780dda0e9c616e13ef395?pvs=21),已知宇宙,迷你星人环形赛道,迷你星人环形赛道 (https://www.notion.so/1b52a3e2f917816584a1dda5fd6acdc8?pvs=21),Space Gibbon Circuit,,,无,,
"异象：""压力舱""",,,,Astral Anomalies,"Anomaly: ""Pressure Pod""",,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,"异象：""压力舱""",已知宇宙,"太空厕所 (https://www.notion.so/1df2a3e2f9178095851bfd19cfd0271a?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,迷你月球二号,迷你月球二号 (https://www.notion.so/1b52a3e2f9178109b56cd9606bc25577?pvs=21),Gibbon Moon Two,,"持续提升肠胃舒适度,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","太空厕所,星际异象,有趣,令人好奇的,望而生畏",,
太空传送装置,,,,Space Gibbon Artefacts,Space Teleporter,,迷你星人,迷你星人 (https://www.notion.so/1df2a3e2f91780ac9ad9cf3102b4098b?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,迷你月球二号,迷你月球二号 (https://www.notion.so/1b52a3e2f9178109b56cd9606bc25577?pvs=21),Gibbon Moon Two,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
太空摩托,,,,Space Gibbon Artefacts,Space Scooter,,迷你星人,迷你星人 (https://www.notion.so/1df2a3e2f91780ac9ad9cf3102b4098b?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,迷你月球二号,迷你月球二号 (https://www.notion.so/1b52a3e2f9178109b56cd9606bc25577?pvs=21),Gibbon Moon Two,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
"异象：""搅拌装置""",,,,Astral Anomalies,Anomaly: Blending Gears,,星界异象,星界异象 (https://www.notion.so/1df2a3e2f91780b193cfe7a281da165e?pvs=21),太空,"异象：""搅拌装置""",已知宇宙,"太空榨汁机 (https://www.notion.so/1df2a3e2f9178036883dd743c767a2b9?pvs=21), 星际异象 (https://www.notion.so/1df2a3e2f9178067a0bfeda37ca66d69?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",已知宇宙,迷你月球一号,迷你月球一号 (https://www.notion.so/1b52a3e2f91781548090c47e5f2da604?pvs=21),Gibbon Moon One,,"增加吃饱度和喝饱度,这件展示品上的神秘符号绝对十分关键,提升访客的娱乐度,提供的知识额外+1,可对犯罪行动产生震慑效果","太空榨汁机,星际异象,有趣,令人好奇的,望而生畏",,
太空车床,,,,Space Gibbon Artefacts,Space Car Bed,,迷你星人,迷你星人 (https://www.notion.so/1df2a3e2f91780ac9ad9cf3102b4098b?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,迷你月球一号,迷你月球一号 (https://www.notion.so/1b52a3e2f91781548090c47e5f2da604?pvs=21),Gibbon Moon One,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
太空割草机,,,,Space Gibbon Artefacts,Space Mower,,迷你星人,迷你星人 (https://www.notion.so/1df2a3e2f91780ac9ad9cf3102b4098b?pvs=21),太空,,已知宇宙,"望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21)",已知宇宙,迷你月球一号,迷你月球一号 (https://www.notion.so/1b52a3e2f91781548090c47e5f2da604?pvs=21),Gibbon Moon One,,"可对犯罪行动产生震慑效果,提供的知识额外+1,提升访客的娱乐度","望而生畏,令人好奇的,有趣",,
湿特兰蒂斯之船,,,,Wetlantean Artefacts,Wetlantean Boat,,湿特兰蒂斯文物,湿特兰蒂斯文物 (https://www.notion.so/1df2a3e2f91780d19b87ff79d48c2632?pvs=21),海洋,,双点海,"无聊 (https://www.notion.so/1d32a3e2f91780438b91ed33b7fcc22a?pvs=21), 有趣 (https://www.notion.so/1dc2a3e2f917806a9e9ad655e3947f18?pvs=21), 令人好奇的 (https://www.notion.so/1dc2a3e2f91780a19e54dee64355e893?pvs=21), 腹泻的幽默 (https://www.notion.so/1d32a3e2f917808fa76dfe9c83aba966?pvs=21), 望而生畏 (https://www.notion.so/1dc2a3e2f91780bf97e1d55267f23538?pvs=21)",双点海,湿特兰蒂斯荒野,湿特兰蒂斯荒野 (https://www.notion.so/1b52a3e2f91781dc88c6d75bd7205845?pvs=21),Wetlantean Outskirts,,"减少访客的娱乐度,提升访客的娱乐度,提供的知识额外+1,好笑的惊吓方式，轻微影响肠胃舒适度,可对犯罪行动产生震慑效果","无聊,有趣,令人好奇的,腹泻的幽默,望而生畏",,
